/home/oferb/.virtualenvs/opentrain/local/lib/python2.7/site-packages/numpy/oldnumeric/__init__.py:11: ModuleDeprecationWarning: The oldnumeric module will be dropped in Numpy 1.9
  warnings.warn(_msg, ModuleDeprecationWarning)
08:15:26 ['Rehovot 1', 'Rehovot 3']
08:15:31 ['Rehovot 1', 'Rehovot 3']
08:15:37 ['Rehovot 1', 'Rehovot 3']
08:15:42 ['Rehovot 1', 'Rehovot 3']
08:15:46 ['Rehovot 1', 'Rehovot 3']
08:15:57 ['Rehovot 1', 'Rehovot 3']
08:16:01 ['Rehovot 1', 'Rehovot 3']
08:16:07 ['Rehovot 1', 'Rehovot 3']
08:16:12 ['Rehovot 1', 'Rehovot 3']
08:16:16 ['Rehovot 1', 'Rehovot 3']
08:16:22 ['Rehovot 1', 'Rehovot 3']
08:16:27 ['Rehovot 1', 'Rehovot 3']
08:16:31 ['Rehovot 1', 'Rehovot 3']
08:16:38 ['Rehovot 1', 'Rehovot 3']
08:16:43 ['Rehovot 1', 'Rehovot 3']
08:16:46 ['Rehovot 1', 'Rehovot 3']
08:16:53 ['Rehovot 1', 'Rehovot 3']
08:16:58 ['Rehovot 1', 'Rehovot 3']
08:17:01 ['Rehovot 1', 'Rehovot 3']
08:17:08 ['Rehovot 1', 'Rehovot 3']
08:17:14 ['Rehovot 1', 'Rehovot 3']
08:17:17 ['Rehovot 1', 'Rehovot 3']
08:17:24 ['Rehovot 1', 'Rehovot 3']
08:17:29 ['Rehovot 1', 'Rehovot 3']
08:17:32 ['Rehovot 1', 'Rehovot 3']
08:17:39 ['Rehovot 1', 'Rehovot 3']
08:17:44 ['Rehovot 1', 'Rehovot 3']
08:17:46 ['Rehovot 1', 'Rehovot 3']
08:17:49 ['Rehovot 1', 'Rehovot 3']
08:17:54 ['Rehovot 1', 'Rehovot 3']
08:17:59 ['Rehovot 1', 'Rehovot 3']
08:18:02 ['Rehovot 1', 'Rehovot 3']
08:18:09 ['Rehovot 1', 'Rehovot 3']
08:18:15 ['Rehovot 1', 'Rehovot 3']
08:18:20 ['Rehovot 1', 'Rehovot 3']
08:18:25 ['Rehovot 1', 'Rehovot 3']
08:18:30 ['Rehovot 1', 'Rehovot 3']
08:18:35 ['Rehovot 1', 'Rehovot 3']
08:18:40 ['Rehovot 1', 'Rehovot 3']
08:18:45 ['Rehovot 1', 'Rehovot 3']
08:18:48 ['Rehovot 1', 'Rehovot 3']
08:18:50 ['Rehovot 1', 'Rehovot 3']
08:19:00 ['Rehovot 1', 'Rehovot 3']
08:19:05 ['Rehovot 1', 'Rehovot 3']
08:19:10 ['Rehovot 1', 'Rehovot 3']
08:19:15 ['Rehovot 1', 'Rehovot 3']
08:19:20 ['Rehovot 1', 'Rehovot 3']
08:19:25 ['Rehovot 1', 'Rehovot 3']
08:19:30 ['Rehovot 1', 'Rehovot 3']
08:19:35 ['Rehovot 1', 'Rehovot 3']
08:19:40 ['Rehovot 1', 'Rehovot 3']
08:19:45 ['Rehovot 1', 'Rehovot 3']
08:19:50 ['Rehovot 1', 'Rehovot 3']
08:19:56 ['Rehovot 1', 'Rehovot 3']
08:20:01 ['Rehovot 1', 'Rehovot 3']
08:20:05 ['Rehovot 1', 'Rehovot 3']
08:20:11 ['Rehovot 1', 'Rehovot 3']
08:20:16 ['Rehovot 1', 'Rehovot 3']
08:20:20 ['Rehovot 1', 'Rehovot 3']
08:20:26 ['Rehovot 1', 'Rehovot 3']
08:20:31 ['Rehovot 1', 'Rehovot 3']
08:20:35 ['Rehovot 1', 'Rehovot 3']
08:20:41 ['Rehovot 1', 'Rehovot 3']
08:20:46 ['Rehovot 1', 'Rehovot 3']
08:20:50 ['Rehovot 1', 'Rehovot 3']
08:20:57 ['Rehovot 1', 'Rehovot 3']
08:21:02 ['Rehovot 1', 'Rehovot 3']
08:21:05 ['Rehovot 1', 'Rehovot 3']
08:21:12 ['Rehovot 1', 'Rehovot 3']
08:21:17 ['Rehovot 1', 'Rehovot 3']
08:21:20 ['Rehovot 1', 'Rehovot 3']
08:21:27 ['Rehovot 1', 'Rehovot 3']
08:21:32 ['Rehovot 1', 'Rehovot 3']
08:21:35 ['Rehovot 1', 'Rehovot 3']
08:21:42 ['Rehovot 1', 'Rehovot 3']
08:21:48 ['Rehovot 1', 'Rehovot 3']
08:21:50 ['Rehovot 1', 'Rehovot 3']
08:21:58 ['Rehovot 1', 'Rehovot 3']
08:22:03 ['Rehovot 1', 'Rehovot 3']
08:22:05 ['Rehovot 1', 'Rehovot 3']
08:22:14 ['Rehovot 1', 'Rehovot 3']
08:22:20 ['Rehovot 1', 'Rehovot 3']
08:22:26 ['Rehovot 1', 'Rehovot 3']
08:22:31 ['Rehovot 1', 'Rehovot 3']
08:22:35 ['Rehovot 1', 'Rehovot 3']
08:22:41 ['Rehovot 1', 'Rehovot 3']
08:22:46 ['Rehovot 1', 'Rehovot 3']
08:22:50 ['Rehovot 1', 'Rehovot 3']
08:22:56 ['Rehovot 1', 'Rehovot 3']
08:23:01 ['Rehovot 1', 'Rehovot 3']
08:23:05 ['Rehovot 1', 'Rehovot 3']
08:23:11 ['Rehovot 1', 'Rehovot 3']
08:23:16 ['Rehovot 1', 'Rehovot 3']
08:23:20 ['Rehovot 1', 'Rehovot 3']
08:23:27 ['Rehovot 1', 'Rehovot 3']
08:23:32 ['Rehovot 1', 'Rehovot 3']
08:23:35 ['Rehovot 1', 'Rehovot 3']
08:23:42 ['Rehovot 1', 'Rehovot 3']
08:23:47 ['Rehovot 1', 'Rehovot 3']
08:23:50 ['Rehovot 1', 'Rehovot 3']
08:23:57 ['Rehovot 1', 'Rehovot 3']
08:24:03 ['Rehovot 3']
08:24:05 ['Rehovot 1', 'Rehovot 3']
08:24:13 ['Rehovot 1', 'Rehovot 3']
08:24:18 ['Rehovot 1', 'Rehovot 3']
08:24:20 ['Rehovot 1', 'Rehovot 3']
08:24:28 ['Rehovot 3']
08:24:34 ['Rehovot 3']
08:24:39 ['Rehovot 3']
08:24:44 ['Rehovot 1', 'Rehovot 3']
08:24:49 ['Rehovot 3']
08:24:54 ['Rehovot 1', 'Rehovot 3']
08:24:59 ['Rehovot 3']
08:25:04 ['Rehovot 1', 'Rehovot 3']
08:25:09 ['Rehovot 1', 'Rehovot 3']
08:25:15 ['Rehovot 3']
08:25:20 ['Rehovot 1', 'Rehovot 3']
08:25:25 ['Rehovot 1', 'Rehovot 3']
08:25:30 ['Rehovot 3']
08:25:35 ['Rehovot 2']
08:25:40 ['Rehovot 2']
2014-06-22 08:06:06 08:25:45 ofer_995357870c491cad False 31.9086638 34.8064062 0 Rehovot
08:30:15 [u'Beer Yaakov 1']
08:30:20 [u'Beer Yaakov 2', u'Beer Yaakov 1']
08:30:31 [u'Beer Yaakov 1']
08:30:36 [u'Beer Yaakov 1']
08:30:41 [u'Beer Yaakov 2', u'Beer Yaakov 1']
08:31:02 [u'Beer Yaakov 2']
08:31:17 [u'Beer Yaakov 2', u'Beer Yaakov 1']
08:31:21 [u'Beer Yaakov 2', u'Beer Yaakov 1']
08:31:27 [u'Beer Yaakov 2', u'Beer Yaakov 1']
08:31:32 [u'Beer Yaakov 2', u'Beer Yaakov 1']
08:31:36 [u'Beer Yaakov 2', u'Beer Yaakov 1']
08:31:42 [u'Beer Yaakov 2', u'Beer Yaakov 1']
08:31:47 [u'Beer Yaakov 2', u'Beer Yaakov 1']
08:31:51 [u'Beer Yaakov 2']
2014-06-22 08:30:17 08:32:03 ofer_995357870c491cad False 31.9333089 34.8283017 0 Beer Yaakov
08:36:36 [u'Lod 5']
08:36:42 [u'Lod 5']
08:36:51 [u'Lod 5']
08:36:58 [u'Lod 5']
08:37:03 [u'Lod 5']
08:37:06 [u'Lod 5']
08:37:13 [u'Lod 5']
08:37:18 [u'Lod 5']
08:37:21 [u'Lod 5']
08:37:29 [u'Lod 5']
08:37:34 [u'Lod 5']
08:37:36 [u'Lod 5']
08:37:44 [u'Lod 5']
08:37:49 [u'Lod 5']
08:37:54 [u'Lod 5']
08:37:59 [u'Lod 5']
08:38:05 [u'Lod 5']
08:38:10 [u'Lod 5']
08:38:15 [u'Lod 5']
08:38:20 [u'Lod 5']
08:38:25 [u'Lod 5']
08:38:35 [u'Lod 4']
08:38:45 [u'Lod 4']
2014-06-22 08:38:45 08:38:50 ofer_995357870c491cad False 31.946304 34.8733334 0
08:42:46 ['Lod 1']
08:42:51 ['Lod 1']
08:42:55 ['Lod 1']
08:43:01 ['Lod 1']
08:43:26 ['Lod 1']
08:43:32 ['Lod 1']
08:43:35 ['Lod 1']
08:43:51 ['Lod 1']
08:44:02 ['Lod 1', 'Lod 2']
08:44:06 ['Lod 1', 'Lod 2', u'Lod 3']
08:44:12 ['Lod 1']
08:44:15 ['Lod 1', u'Lod 3']
08:44:17 [u'Lod 3']
08:44:21 [u'Lod 3']
2014-06-22 08:43:51 08:44:31 ofer_995357870c491cad False 31.9505752 34.8824926 0 Lod
08:47:04 [u'b4c799a3dd60']
2014-06-22 08:47:04 08:47:10 ofer_995357870c491cad False 31.9939627 34.8549464 5658
08:53:13 ['Tel Aviv Haagana 2']
08:53:28 ['Tel Aviv Haagana 2']
08:53:34 ['Tel Aviv Haagana 2']
08:53:36 ['Tel Aviv Haagana 2']
08:53:49 ['Tel Aviv Haagana 2']
08:53:51 ['Tel Aviv Haagana 2']
08:53:59 ['Tel Aviv Haagana 2']
08:54:04 ['Tel Aviv Haagana 1']
08:54:10 ['Tel Aviv Haagana 2']
08:54:40 ['Tel Aviv Haagana 2']
08:55:01 ['Tel Aviv Haagana 2']
08:55:06 ['Tel Aviv Haagana 1']
08:55:11 ['Tel Aviv Haagana 1']
08:55:16 ['Tel Aviv Haagana 1']
08:55:21 ['Tel Aviv Haagana 1']
2014-06-22 08:55:01 08:55:26 ofer_995357870c491cad False 32.0533641 34.784968 0 Tel Aviv Hahagana
08:57:38 ['Tel Aviv Hashalom 1']
08:58:06 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 3']
08:58:14 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:58:19 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 3']
08:58:21 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 3']
08:58:29 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:58:34 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:58:40 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:58:45 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:58:50 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:58:55 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:59:00 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:59:06 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:59:11 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:59:16 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:59:21 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:59:26 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:59:31 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:59:36 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:59:41 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:59:46 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:59:51 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
08:59:56 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
09:00:01 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
09:00:06 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
09:00:12 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 3']
09:00:17 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
09:00:21 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
09:00:27 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 3']
09:00:32 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 3']
09:00:36 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 3']
09:00:42 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 3']
09:00:47 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 3']
09:00:51 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 3']
09:00:57 ['Tel Aviv Hashalom 1']
16:52:34 [u'Tel Aviv Hashalom 4']
16:52:40 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:52:45 [u'Tel Aviv Hashalom 4']
16:52:49 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:52:55 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:53:01 [u'Tel Aviv Hashalom 4']
16:53:04 [u'Tel Aviv Hashalom 4']
16:53:11 [u'Tel Aviv Hashalom 4']
16:53:16 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:53:19 [u'Tel Aviv Hashalom 4']
16:53:26 [u'Tel Aviv Hashalom 4']
16:53:31 [u'Tel Aviv Hashalom 4']
16:53:35 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:53:41 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:53:47 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:53:49 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:53:57 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:54:02 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:54:04 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:54:12 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:54:17 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:54:19 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:54:28 [u'Tel Aviv Hashalom 4']
16:54:33 ['Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:54:38 ['Tel Aviv Hashalom 2', u'Tel Aviv Hashalom 4']
16:54:43 ['Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:54:48 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:54:53 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:54:58 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:55:04 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:55:06 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:55:14 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:55:19 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:55:24 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:55:29 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:55:33 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
16:55:36 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:55:41 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:55:46 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:55:49 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:55:56 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:56:01 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
16:56:04 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
16:56:11 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:56:16 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:56:19 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:56:26 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
16:56:31 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
16:56:34 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
16:56:41 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:56:46 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:56:49 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:56:56 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:57:01 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
16:57:04 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
16:57:11 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:57:17 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:57:19 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:57:27 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:57:32 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:57:34 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3', u'Tel Aviv Hashalom 4']
16:57:42 ['Tel Aviv Hashalom 1', 'Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
16:57:47 ['Tel Aviv Hashalom 2']
16:57:49 ['Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
16:57:57 ['Tel Aviv Hashalom 2']
16:58:02 ['Tel Aviv Hashalom 2']
16:58:04 ['Tel Aviv Hashalom 2']
16:58:12 ['Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
16:58:19 ['Tel Aviv Hashalom 2']
16:58:27 ['Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
16:58:32 ['Tel Aviv Hashalom 2']
16:58:34 ['Tel Aviv Hashalom 2']
16:58:42 ['Tel Aviv Hashalom 2', 'Tel Aviv Hashalom 3']
16:58:47 ['Tel Aviv Hashalom 2']
16:58:49 ['Tel Aviv Hashalom 2']
2014-06-22 16:58:19 16:58:56 ofer_995357870c491cad False 32.0730208 34.7932185 0 Tel Aviv Hashalom
17:00:14 [u'Tel Aviv Merkaz 1']
17:00:28 [u'Tel Aviv Merkaz 1']
17:00:45 [u'Tel Aviv Merkaz 1']
17:00:50 [u'Tel Aviv Merkaz 2']
